词根序号,词根,词根含义,单词,音标,中文释义,词根词缀拆解
74,"leg, legis",法律,legal,/'li:ɡəl/,adj. 法律的；合法的,leg 法律 + 后缀 -al 表示形容词→（合乎）法律的
74,"leg, legis",法律,illegal,/ɪ'li:ɡəl/,adj. 非法的；（移民）非法入境的，（工人）非法务工的 n. 非法移民，非法劳工,前缀 il- 不 + legal 合法的
74,"leg, legis",法律,allege,/ə'lɛdʒ/,v. 指称（但还未被证实）,前缀 al- 去 + leg 法律 + e →用法律去陈述或断言（还没有证据支撑）
74,"leg, legis",法律,delegate,/'dɛlɪɡət/,n. 代表；授权，委托 v. 委托，授权；委派,前缀 de- 离开 + leg 法律 + 后缀 -ate 表示动词，“使……”，或表示名词→放弃自己的法律责任给他人
74,"leg, legis",法律,privilege,/'prɪvɪlɪdʒ/,n.（某人、某团体拥有的）特权；（一小部分人因其财 富或与有权人的关系而拥有的）特权；荣幸,priv 个体 + -i- + leg 法律 + e →个人等于法律就是特权
74,"leg, legis",法律,legislate,"/'lɛdʒɪs,leɪt/",v. 通过（法律），立法,legis 法律 + lat 带 + e →带来法律→立法
75,man(u),手,manage,/'mænɪdʒ/,v. 管理，经营（机构、企业、系统等）；管理（时间、金钱等）；设法（做成某事）,man 手 + 后缀 -age 表示名词，转化为动词→用手做
75,man(u),手,manner,/'mænə/,n. 方式；举止；礼貌,mann（= man）手 + 后缀 -er 表示名词，“人或物”→举手投足的方式
75,man(u),手,manufacture,"/,mænjʊ'fæktʃə/",v. 生产；捏造 n. 生产；工业品,manu 手 + fact 做 + 后缀 -ure 表示名词，“状态”，可转化为动词→手工做→生产
75,man(u),手,manual,/'mænjʊəl/,adj. 手工的，靠劳力的；用手的；用手操作的 n. 使用手册,manu 手 + 后缀 -al 表示形容词或表示名词→用手的→手册
75,man(u),手,manipulate,"/mə'nɪpjʊ,leɪt/",v. 控制；操纵,mani（= manu）手 + pul 多 + 后缀 -ate 表示动词，“使……”→一只手同时做多个事情→操纵
75,man(u),手,maintain,/meɪn'teɪn/,v. 保持；坚持说，坚持认为；维持；维修，保养；供养,main（= man）手 + tain 握，持→用手握住
76,medi,中间,medium,/'mi:dɪəm/,adj. 中等的；中等程度的；n. 媒介物,medi 中间的 + um →处于中间位置的（媒介也是居间的）
76,medi,中间,media,/'mi:dɪə/,n. 媒体,medi 中间的 + a 表示复数→媒体的总称
76,medi,中间,immediate,/ɪ'mi:dɪət/,adj. 立即的；紧急的；紧接的；紧邻的；直系的,前缀 im- 不 + medi 中间 + 后缀 -ate 表示形容词→没有中间过程的→立即的
76,medi,中间,immediately,/ɪ'mi:dɪətlɪ/,adv. 立即地；即刻地；直接地；紧接地,immediate 立即的 + 后缀 -ly 表示副词
76,medi,中间,intermediate,"/,ɪntə'mi:dɪət/",adj. 中间的；中级的 n. 中级生,前缀 inter- 在……之间 + medi 中间 + 后缀 -ate 表示形容词或 表示名词→在中间的（人）
77,"mend,mand",委托；命令,commend,/kə'mɛnd/,v. 推荐；称赞；把……委托,前缀 com- 完全 + mend 委托→推荐，委托
77,"mend,mand",委托；命令,recommend,"/,rɛkə'mɛnd/",v. 推荐；建议；使受欢迎，使有优势,前缀 re- 再次 + commend 推荐
77,"mend,mand",委托；命令,command,/kə'mɑ:nd/,v. 命令；博得；完全控制；指挥 n. 命令；完全控制权； 指挥,前缀 com- 一起 + mand 命令→命令所有人一起做→命令， 指挥
77,"mend,mand",委托；命令,demand,/dɪ'mɑ:nd/,v. 强烈要求；需要 n. 坚决的要求；需求量,前缀 de- 此处表加强 + mand 命令→一再下达命令→强烈要求
78,min(i),较小；较少,minor,/'maɪnə/,adj. 次要的；不严重的；（音乐）小调的 n. 未成年人,min 较小 + 后缀 -or 表示名词，“人或物”，可转化为形容词→较小的（人）
78,min(i),较小；较少,minority,/maɪ'nɒrɪtɪ，mɪ-/,n. 少数；少数民族；信仰其他宗教的少数派,minor 次要的 + 后缀 -ity 表示名词，“性质”
78,min(i),较小；较少,minus,/'maɪnəs/,conj. 减 adj. 负的；略低的 n. 不利因素,min 较少 + us →变少
78,min(i),较小；较少,minute,/'mɪnɪt/,n. 分钟，片刻 adj. 非常小的；精确的，详细的,minu（= min）较小 + te →较小的时刻
78,min(i),较小；较少,minister,/'mɪnɪstə/,n. 政府部门部长，大臣；公使；牧师,mini 较小 + -st- + 后缀 -er 表示名词，“人或物”→在国王面 前大臣自称为“微臣”
78,min(i),较小；较少,administration,"/əd,mɪnɪ'streɪʃən/",n. 行政工作，管理工作；监管；管理层，行 政部门；政府（尤适用于美国）,administrate 管理 + 后缀 -ion 表示名词
79,"mit,miss",发；送,admit,/əd'mɪt/,v. 承认（不好、不快或尴尬的事实）；接收（入院）；接收（加 入）；准许进入,前缀 ad- 去 + mit 发，送→可以去发送了→承认，准许
79,"mit,miss",发；送,admittedly,/əd'mɪtɪdlɪ/,adv. 得承认,admit 承认 + -t- + 后缀 -ed 表示形容词，“被……的”+ 后缀 -ly表示副词
79,"mit,miss",发；送,admission,/əd'mɪʃən/,n. 进入许可，加入许可，进入；承认；获准入学者，获准加入者,前缀 ad- 去 + miss 发，送 + 后缀 -ion 表示名词
79,"mit,miss",发；送,commit,/kə'mɪt/,v. 调拨（钱、资源）；使（自己）致力于，使（自己）承诺（与 某人的长期关系）；犯（罪），做（坏事）；进行（自杀）,前缀 com- 一起 + mit 送→调拨，致力于，承诺前缀 com- 一起 + mit 送→一起把某人送进监狱→犯罪
79,"mit,miss",发；送,commitment,/kə'mɪtmənt/,n. 信奉；投身的事；承诺；送交（监狱、医院）,commit 致力于，承诺 + 后缀 -ment 表示名词
79,"mit,miss",发；送,committee,/kə'mɪtɪ/,n. 委员会,commit 致力于 + -t- + 后缀 -ee 表示名词，“被动的人”
79,"mit,miss",发；送,emit,/ɪ'mɪt/,v. 发出，散发（热、光、气体或气味）；发出（声音或噪音）,前缀 e-（= ex-）向外 + mit 送→向外送出，发出
79,"mit,miss",发；送,permit,/pə'mɪt/,v. 允许；使成为可能，成为可能 n. 许可证,前缀 per- 通过 + mit 送→（允许）通关送走
79,"mit,miss",发；送,permission,/pə'mɪʃən/,n. 许可,前缀 per- 通过 + miss 送 + 后缀 -ion 表示名词
79,"mit,miss",发；送,submit,/səb'mɪt/,v. 屈从；提交（建议、报告或请求）,前缀 sub- 在……下 + mit 发，送→从下面往上发送→提交， 屈服
79,"mit,miss",发；送,missile,/'mɪsaɪl/,n. 导弹；（作为武器的）投掷物,miss 送 + 后缀 -ile 表示形容词，“能……的”，转化为名词→ 能送出去的（导弹）
79,"mit,miss",发；送,promise,/'prɒmɪs/,v. 承诺；向（某人）承诺（给予他们某物），向（某人）保 证（他们获得某物）；预示 n. 诺言；（显示出）成功的迹象,前缀 pro- 向前 + mis 送 + e →在做事前送出去的话→承诺
79,"mit,miss",发；送,dismiss,/dɪs'mɪs/,v. 不予理会；不再考虑；解雇；准予……离去,前缀 dis- 分开 + miss 送→送走→解雇，准许离去
80,mod,度量；方式,mode,/məʊd/,n.（生活或行为）方式；（文学、艺术或穿着等的）风格；模式,mod 方式 + e →方式，风格
80,mod,度量；方式,model,/'mɒdəl/,n. 模型；模式；理论模式；典范 adj. 模型的；模范的 v. 建 立……的理论模式；使仿造,mod 度量 + 后缀 -el 表示名词，“人或物”，可转化为形容词 或动词→用于度量的（模型）
80,mod,度量；方式,modern,/'mɒdən/,adj. 现代的；现代化的；时髦的；（艺术、舞蹈、音乐和建筑） 现代派的,mod 方式 + 后缀 -ern 表示形容词→最新的方式
80,mod,度量；方式,modest,/'mɒdɪst/,adj. 适度的；（数量、比率或改进幅度等）较小的；谦虚的,mod 度量 + est →适合度量的，适度的→谦虚的
80,mod,度量；方式,moderate,/'mɒdərət/,adj.（政见或政策）温和的；（人或团体）温和的；（数量 或程度）适中的 n. 温和派 v. 使缓和，变得缓和,mod 方式 + -er- + 后缀 -ate 表示形容词，或表示名词，或表示动词，“使……”→方式适度的
80,mod,度量；方式,modify,"/'mɒdɪ,faɪ/",v. 修改,mod 方式 + 后缀 -ify 表示动词，“使……化”→使方式发生改变→修改
80,mod,度量；方式,accommodation,"/ə,kɒmə'deɪʃən/",n. 住所；（楼内或车内等）专用空间,accommodate 提供住宿 + 后缀 -ion 表示名词
80,mod,度量；方式,commodity,/kə'mɒdɪtɪ/,n. 商品,前缀 com- 一起 + mod 度量 + 后缀 -ity 表示名词，“性质”→ 双方当面称重给钱→商品
