词根序号,词根,词根含义,单词,音标,中文释义,词根词缀拆解
36,reg，rect,画直线；引导；治理,direction,/d?'r?k??n，da?-/,n. 方向；发展方向；说明书，（指示路线的）说明,direct 指路 + 后缀 -ion 表示名词
37,rupt,破,abrupt,/?'br?pt/,adj. 骤然的；唐突的,前缀 ab- 离开 + rupt 破→突然破裂分崩离析
37,rupt,破,bankrupt,/'b??kr?pt/,adj. 破产的 v. 使破产 n. 破产者,bank 银行 + rupt 破→银行都破产了
37,rupt,破,corrupt,/k?'r?pt/,adj. 腐败的 v. 使……腐化，腐化；使……堕落,前缀 cor- 完全 + rupt 破→完全破碎→腐败的
37,rupt,破,erupt,/?'r?pt/,v. 喷发；爆发（骚乱等）,前缀 e-（= -ex）向外 + rupt 破→火山从破口向外喷发
37,rupt,破,interrupt,"/,?nt?'r?pt/",v. 打断；妨碍；遮住,前缀 inter- 在……之间 + rupt 破→从中间打破谈话→打断
38,sci,知晓,science,/'sa??ns/,n. 科学；（科学的）学科；（人类行为的）科学研究,sci 知晓 + 后缀 -ence 表示名词→知道的结果
38,sci,知晓,scientist,/'sa??nt?st/,n. 科学家,sci 知晓 + 后缀 -ent 表示形容词 + 后缀 -ist 表示名词，“专家， 从事……活动的人”
38,sci,知晓,scientific,"/,sa??n't?f?k/",adj. 科学的；仔细严谨的，使用科学方法的,sci 知晓 + 后缀 -ent 表示形容词 + -if- + 后缀 -ic 表示形容词
38,sci,知晓,conscience,/'k?n??ns/,n. 良知；凭良知行事；负疚感,前缀 con- 一起 + sci 知道 + 后缀 -ence 表示名词→人人都有的良知
38,sci,知晓,conscious,/'k?n??s/,adj. 意识到的；（尤指因为自认不满意或很重要而）在意 的；刻意的；神志清醒的,前缀 con- 完全 + sci 知道 + 后缀 -ous 表示形容词→完全知道 的→意识到的
38,sci,知晓,unconscious,/?n'k?n??s/,adj. 不清醒的；未意识到的；无意中显示出的,前缀 un- 不 + conscious 意识到的
39,scrib，script,写,ascribe,/?'skra?b/,v. 将……归因于；将……归属（于某人）,前缀 a- 在……上 + scrib 写 + e →把责任写在某人头上
39,scrib，script,写,describe,/d?'skra?b/,v. 描述；讲成，称作,前缀 de- 向下 + scrib 写 + e →写下来
39,scrib，script,写,description,/d?'skr?p??n/,n. 描述,前缀 de- 向下 + script 写 + 后缀 -ion 表示名词
39,scrib，script,写,subscribe,/s?b'skra?b/,v. 持有（意见或信仰）；订阅；申请加入（在线新闻 组），申请（在线服务）；申购（股份）,前缀 sub- 在……下 + scrib 写 + e →在下面写上名字→签字交 费或申请
39,scrib，script,写,prescription,/pr?'skr?p??n/,n. 处方；处方药；方案,前缀 pre- 前 + script 写 + 后缀 -ion 表示名词
39,scrib，script,写,transcript,/'tr?nskr?pt/,n.（根据录音或笔记整理的）文字本,前缀 tran- 改变 + script 写
39,scrib，script,写,script,/skr?pt/,n. 脚本；文字系统；连写体 v. 为（电影、广播、电视等）写 脚本,script 表示“写”
39,scrib，script,写,manuscript,"/'m?nj?,skr?pt/",n. 手稿,manu 手 + script 写→用手写出来的东西
40,sequ，secut,跟随,sequence,/'si:kw?ns/,n. 一系列，一连串；次序，顺序,sequ 跟随 + 后缀 -ence 表示名词
40,sequ，secut,跟随,consequently,/'k?ns?kw?ntl?/,adv. 因此；结果；所以,consequent 作为结果的 + 后缀 -ly 表示副词
40,sequ，secut,跟随,consequence,/'k?ns?kw?ns/,n. 结果，后果,前缀 con- 一起 + sequ 跟随 + 后缀 -ence 表示名词
40,sequ，secut,跟随,subsequent,/'s?bs?kw?nt/,adj. 随后的,前缀 sub- 在……下 + sequ 跟随 + 后缀 -ent 表示形容词→跟着下来的
40,sequ，secut,跟随,consecutive,/k?n's?kj?t?v/,adj. 连续的,前缀 con- 一起 + secut 跟随 + 后缀 -ive 表示形容词，“……性质的”→一个接一个到来的
40,sequ，secut,跟随,consecution,/'k?ns?'kju:??n/,n. 连续,前缀con- 一起+ secut 跟随+ 后缀-ion 表示名词→一个接一个到来的
40,sequ，secut,跟随,executive,/?ɡ'z?kj?t?v/,n. 执行总监；委员会 adj. 执行的；高级的,execute 执行 + 后缀 -ive 表示形容词，“……性质的”，可转化为名词
